asv_id	Kingdom	Phylum	Class	Order	Family	Genus
ASV_42	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_97	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_108	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_151	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_259	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_273	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_348	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_375	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_383	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_418	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_421	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_435	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_469	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_478	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_484	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_486	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_614	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_649	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__Geoarchaeales	f__NA	g__NA
ASV_652	k__Archaea	p__Crenarchaeota	c__Bathyarchaeia	o__NA	f__NA	g__NA
ASV_679	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_685	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_687	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrocosmicus
ASV_739	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_743	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_755	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_762	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_767	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_781	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_785	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_842	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_858	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_886	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_897	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_907	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_935	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_948	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_960	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_963	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_1042	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_1044	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_1079	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_1095	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_1108	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_1125	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_1141	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_1184	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_1257	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_1266	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_1294	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_1317	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__NA	g__NA
ASV_1343	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_1344	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_1438	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_1514	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_1541	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_1585	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_1626	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_1686	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_1689	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_1744	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_1750	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_1765	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_1768	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_1784	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_1806	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Marine_Benthic_Group_A	f__NA	g__NA
ASV_1818	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_1865	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_1870	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_1892	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_1925	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_1949	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_1971	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_1975	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_1998	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_2018	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_2026	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_2033	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_2034	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_2141	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_2161	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_2165	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_2255	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_2295	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__Geoarchaeales	f__NA	g__NA
ASV_2325	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_2378	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_2384	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_2389	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_2413	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_2417	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_2418	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_2475	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_2520	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_2522	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_2531	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_2544	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_2593	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__NA	g__NA
ASV_2657	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Marine_Benthic_Group_A	f__NA	g__NA
ASV_2726	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_2733	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_2788	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosopumilales	f__Nitrosopumilaceae	g__Candidatus_Nitrosotenuis
ASV_2816	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_2852	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_2865	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_2883	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_2896	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_2902	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_2918	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_2955	k__Archaea	p__Halobacterota	c__Methanosarcinia	o__Methanosarciniales	f__Methanosarcinaceae	g__Methanosarcina
ASV_2974	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_3039	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_3057	k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium
ASV_3074	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_3141	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_3164	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_3203	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_3323	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_3404	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_3420	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_3451	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_3455	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_3464	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_3474	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__NA	g__NA
ASV_3498	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_3509	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_3545	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_3593	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_3614	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_3650	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_3758	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_3780	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_3781	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_3787	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_3921	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_3937	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_4064	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_4068	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_4136	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_4184	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__NA	g__NA
ASV_4271	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_4289	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_4302	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_4325	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_4336	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_4374	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_4446	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_4487	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_4561	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_4600	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_4675	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_4690	k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium
ASV_4713	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_4764	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_4765	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_4911	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_4960	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_4980	k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium
ASV_5063	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_5114	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_5117	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_5135	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_5167	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_5195	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_5212	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_5227	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_5236	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_5247	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_5253	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_5287	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_5294	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Marine_Benthic_Group_A	f__NA	g__NA
ASV_5315	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_5326	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_5334	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_5366	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_5429	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_5489	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_5537	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_5744	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_5748	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_5775	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_5833	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_5866	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_5884	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_5886	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_5887	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_5908	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_5916	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__NA	g__NA
ASV_6235	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_6237	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__NA	g__NA
ASV_6240	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_6248	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_6407	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_6582	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_6624	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Marine_Benthic_Group_A	f__NA	g__NA
ASV_6673	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_6803	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_6896	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_6971	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_6994	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Marine_Benthic_Group_A	f__NA	g__NA
ASV_7184	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_7203	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_7267	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_7276	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_7278	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_7340	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_7348	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_7382	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_7399	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_7431	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_7493	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group_1.1c	f__NA	g__NA
ASV_7729	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__NA	g__NA
ASV_7743	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_7745	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_7746	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_7768	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_7810	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Marine_Benthic_Group_A	f__NA	g__NA
ASV_7935	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_7976	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_8012	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_8062	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_8086	k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__NA	f__NA	g__NA
ASV_8134	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_8136	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_8164	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_8226	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_8237	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__NA
ASV_8274	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_8392	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrosotaleales	f__Nitrosotaleaceae	g__Candidatus_Nitrosotalea
ASV_8396	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_8408	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_8432	k__Archaea	p__Crenarchaeota	c__NA	o__NA	f__NA	g__NA
ASV_8445	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_8470	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
ASV_8489	k__Archaea	p__Thermoplasmatota	c__Thermoplasmatota_cl	o__Thermoplasmatota_or	f__Thermoplasmatota_fa	g__NA
ASV_8514	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_8566	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__NA	f__NA	g__NA
ASV_8613	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Candidatus_Nitrososphaera
ASV_8631	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_8669	k__Archaea	p__Thermoplasmatota	c__NA	o__NA	f__NA	g__NA
ASV_8740	k__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__NA	f__NA	g__NA
